timestamp,Open,High,Low,Close,Volume
2026-06-17 21:00:00,1747.37,1748.01,1736.39,1738.9,6882.8113
2026-06-17 22:00:00,1738.91,1746.6,1725.34,1740.31,10769.2064
2026-06-17 23:00:00,1740.31,1751.66,1740.1,1750.6,5962.9002
2026-06-18 00:00:00,1750.61,1759.49,1749.98,1752.97,8434.4626
2026-06-18 01:00:00,1752.97,1762.99,1752.64,1754.92,6736.3083
2026-06-18 02:00:00,1754.93,1759.0,1750.34,1755.85,5941.1809
2026-06-18 03:00:00,1755.86,1756.26,1741.46,1744.17,9869.8515
2026-06-18 04:00:00,1744.17,1745.92,1730.0,1730.64,10827.0106
2026-06-18 05:00:00,1730.63,1733.0,1722.24,1730.97,9504.6066
2026-06-18 06:00:00,1730.97,1736.79,1725.53,1735.56,9171.8836
2026-06-18 07:00:00,1735.56,1753.29,1732.91,1749.79,14499.706
2026-06-18 08:00:00,1749.8,1753.61,1743.7,1747.67,16995.3259
2026-06-18 09:00:00,1747.67,1751.87,1742.53,1746.07,9188.0766
2026-06-18 10:00:00,1746.07,1752.84,1739.46,1746.9,10293.2199
2026-06-18 11:00:00,1746.9,1749.39,1739.11,1743.31,10599.3506
2026-06-18 12:00:00,1743.31,1753.06,1741.88,1750.41,9678.6003
2026-06-18 13:00:00,1750.41,1752.51,1729.08,1736.78,14466.2432
2026-06-18 14:00:00,1736.78,1745.46,1729.66,1739.79,15628.5169
2026-06-18 15:00:00,1739.78,1740.09,1680.0,1682.23,54756.2373
2026-06-18 16:00:00,1682.23,1692.95,1680.39,1686.93,23218.7247
2026-06-18 17:00:00,1686.96,1687.68,1671.79,1679.42,18337.1074
2026-06-18 18:00:00,1679.41,1689.4,1676.35,1685.38,11493.0957
2026-06-18 19:00:00,1685.38,1707.48,1682.78,1705.39,12972.023
2026-06-18 20:00:00,1705.4,1717.23,1705.4,1710.47,10803.4729
2026-06-18 21:00:00,1710.47,1711.96,1701.64,1708.39,8309.8533
2026-06-18 22:00:00,1708.39,1708.56,1700.19,1706.81,5388.0262
2026-06-18 23:00:00,1706.81,1712.38,1702.96,1711.11,5368.0816
2026-06-19 00:00:00,1711.11,1716.3,1708.64,1713.84,5697.9599
2026-06-19 01:00:00,1713.85,1719.51,1706.19,1713.5,4979.2932
2026-06-19 02:00:00,1713.5,1715.21,1701.29,1707.15,7104.6248
2026-06-19 03:00:00,1707.15,1708.28,1682.35,1697.69,19909.1455
2026-06-19 04:00:00,1697.7,1702.97,1686.0,1689.72,9047.7131
2026-06-19 05:00:00,1689.72,1697.75,1689.39,1697.51,6751.5611
2026-06-19 06:00:00,1697.51,1703.4,1696.18,1700.26,5912.1887
2026-06-19 07:00:00,1700.27,1700.98,1690.09,1695.82,10871.0575
2026-06-19 08:00:00,1695.82,1699.11,1693.66,1697.94,4871.7774
2026-06-19 09:00:00,1697.94,1699.82,1688.72,1689.2,5546.9736
2026-06-19 10:00:00,1689.21,1694.67,1687.05,1692.61,5996.3839
2026-06-19 11:00:00,1692.6,1694.24,1688.84,1691.74,3329.0739
2026-06-19 12:00:00,1691.74,1696.12,1679.11,1695.36,9586.951
2026-06-19 13:00:00,1695.37,1711.59,1687.75,1703.47,11636.3177
2026-06-19 14:00:00,1703.46,1709.98,1696.51,1706.97,8226.3952
2026-06-19 15:00:00,1706.96,1712.06,1698.37,1707.86,9090.8157
2026-06-19 16:00:00,1707.87,1711.76,1695.09,1696.8,7276.0252
2026-06-19 17:00:00,1696.8,1706.25,1693.7,1704.85,7369.5848
2026-06-19 18:00:00,1704.85,1705.45,1698.3,1702.7,3812.1693
2026-06-19 19:00:00,1702.69,1704.61,1698.15,1701.2,3987.7458
2026-06-19 20:00:00,1701.21,1709.37,1698.89,1708.96,3414.0082
2026-06-19 21:00:00,1708.97,1708.97,1701.52,1702.03,2847.9389
2026-06-19 22:00:00,1702.02,1710.38,1700.45,1707.61,4493.571
2026-06-19 23:00:00,1707.61,1715.0,1704.88,1711.19,3318.923
2026-06-20 00:00:00,1711.18,1718.0,1708.41,1708.8,6468.2301
2026-06-20 01:00:00,1708.8,1713.36,1706.62,1709.89,2947.0758
2026-06-20 02:00:00,1709.89,1710.52,1704.06,1704.85,3058.5958
2026-06-20 03:00:00,1704.85,1709.33,1704.56,1708.17,2012.5022
2026-06-20 04:00:00,1708.18,1715.47,1706.51,1713.52,4256.5601
2026-06-20 05:00:00,1713.52,1733.89,1712.25,1726.1,15425.5681
2026-06-20 06:00:00,1726.11,1729.84,1723.98,1727.67,4389.7401
2026-06-20 07:00:00,1727.66,1729.56,1723.05,1725.82,4567.4772
2026-06-20 08:00:00,1725.81,1726.9,1721.25,1722.83,4169.4426
2026-06-20 09:00:00,1722.83,1730.0,1722.83,1728.47,3920.341
2026-06-20 10:00:00,1728.46,1729.53,1725.26,1727.62,2117.895
2026-06-20 11:00:00,1727.63,1731.76,1725.84,1727.18,3102.374
2026-06-20 12:00:00,1727.18,1730.35,1723.61,1726.86,3168.5393
2026-06-20 13:00:00,1726.86,1727.21,1712.81,1717.56,7508.8306
2026-06-20 14:00:00,1717.56,1746.67,1708.11,1733.48,17301.3976
2026-06-20 15:00:00,1733.49,1749.55,1729.44,1740.63,17584.9923
2026-06-20 16:00:00,1740.63,1740.91,1730.9,1733.92,4672.2434
2026-06-20 17:00:00,1733.92,1733.93,1721.03,1726.86,4887.2409
2026-06-20 18:00:00,1726.87,1732.0,1726.0,1726.63,4045.8504
2026-06-20 19:00:00,1726.62,1730.18,1725.24,1729.27,9864.4156
2026-06-20 20:00:00,1729.27,1731.34,1726.53,1730.98,2561.062
2026-06-20 21:00:00,1730.98,1738.01,1730.38,1735.33,10038.6089
2026-06-20 22:00:00,1735.33,1746.17,1732.96,1743.32,13257.529
2026-06-20 23:00:00,1743.32,1743.76,1740.52,1741.08,8465.3091
2026-06-21 00:00:00,1741.08,1741.09,1736.19,1737.92,3498.051
2026-06-21 01:00:00,1737.92,1740.0,1734.5,1737.01,2282.0442
