timestamp,Open,High,Low,Close,Volume
2026-04-18 21:00:00,75754.77,75839.1,75599.64,75821.34,197.94348
2026-04-18 22:00:00,75821.35,75873.1,75608.89,75813.53,155.69572
2026-04-18 23:00:00,75813.53,75891.64,75685.69,75691.76,141.95985
2026-04-19 00:00:00,75691.76,75847.42,75551.73,75693.01,297.06433
2026-04-19 01:00:00,75693.0,75798.47,75457.11,75621.95,321.53516
2026-04-19 02:00:00,75621.96,75722.21,75407.84,75496.0,212.48934
2026-04-19 03:00:00,75496.01,75637.44,75357.0,75515.77,175.28804
2026-04-19 04:00:00,75515.76,75782.63,75424.4,75664.62,294.60425
2026-04-19 05:00:00,75664.62,75687.04,75516.39,75545.6,174.63786
2026-04-19 06:00:00,75545.6,75545.6,75280.92,75400.09,385.31594
2026-04-19 07:00:00,75400.09,75400.09,74867.72,75252.34,771.61495
2026-04-19 08:00:00,75252.33,75299.99,75071.58,75257.6,333.58261
2026-04-19 09:00:00,75257.59,75265.0,74921.74,75015.0,313.21615
2026-04-19 10:00:00,75015.0,75243.02,74933.87,75222.45,323.18472
2026-04-19 11:00:00,75222.46,75641.99,75216.96,75604.11,418.71675
2026-04-19 12:00:00,75604.11,75700.0,75432.07,75571.6,439.48255
2026-04-19 13:00:00,75571.61,76240.66,75552.44,75921.75,760.39543
2026-04-19 14:00:00,75921.75,76147.01,75674.55,76024.01,621.24056
2026-04-19 15:00:00,76024.02,76155.3,75401.44,75846.63,1097.76631
2026-04-19 16:00:00,75846.63,75853.26,75311.11,75382.86,403.71917
2026-04-19 17:00:00,75382.87,75382.87,74638.31,74791.26,795.68148
2026-04-19 18:00:00,74791.27,74908.62,74608.0,74770.11,531.16281
2026-04-19 19:00:00,74770.11,75071.61,74770.11,74965.47,306.83274
2026-04-19 20:00:00,74965.46,74965.47,74427.53,74630.0,452.71123
2026-04-19 21:00:00,74630.01,74810.0,74368.6,74425.15,383.54881
2026-04-19 22:00:00,74425.16,74425.16,73762.9,74047.34,1140.3898
2026-04-19 23:00:00,74047.34,74054.22,73790.0,73801.79,415.64133
2026-04-20 00:00:00,73801.8,74360.43,73724.31,74280.01,787.93368
2026-04-20 01:00:00,74280.01,74746.93,74214.67,74595.13,689.61016
2026-04-20 02:00:00,74595.12,74627.99,74304.84,74410.01,739.68976
2026-04-20 03:00:00,74410.01,74640.65,74359.04,74634.0,281.2031
2026-04-20 04:00:00,74634.01,74637.43,74435.19,74567.64,333.76794
2026-04-20 05:00:00,74567.63,74567.63,74095.18,74264.15,529.73957
2026-04-20 06:00:00,74264.16,74894.11,74250.0,74786.59,441.3007
2026-04-20 07:00:00,74786.59,75572.0,74670.86,74837.17,1175.74482
2026-04-20 08:00:00,74837.18,74998.83,74619.41,74728.91,538.52852
2026-04-20 09:00:00,74728.92,75233.0,74706.87,75062.77,502.56404
2026-04-20 10:00:00,75062.77,75404.63,75003.63,75027.26,321.321
2026-04-20 11:00:00,75027.26,75287.88,74957.51,75192.71,284.12016
2026-04-20 12:00:00,75192.72,75650.0,75043.86,75289.9,698.85484
2026-04-20 13:00:00,75289.91,75434.41,74859.11,75269.38,774.09093
2026-04-20 14:00:00,75269.37,75766.74,74921.42,75034.79,1047.20928
2026-04-20 15:00:00,75034.79,75772.72,74702.0,75716.77,1196.9526
2026-04-20 16:00:00,75716.78,75723.99,75299.26,75338.74,630.71705
2026-04-20 17:00:00,75338.75,75991.47,75289.92,75898.14,642.61045
2026-04-20 18:00:00,75898.14,76453.19,75898.14,76423.69,1544.76303
2026-04-20 19:00:00,76423.69,76486.67,76154.49,76296.96,1368.12243
2026-04-20 20:00:00,76296.97,76558.62,76113.07,76276.17,1418.8575
2026-04-20 21:00:00,76276.18,76357.2,75784.05,75954.71,523.28232
2026-04-20 22:00:00,75954.72,76143.71,75904.39,75974.24,220.6417
2026-04-20 23:00:00,75974.24,75974.24,75617.6,75840.97,301.78476
2026-04-21 00:00:00,75840.97,76099.19,75700.0,76092.45,428.95831
2026-04-21 01:00:00,76092.46,76263.4,75866.01,75927.59,391.13593
2026-04-21 02:00:00,75927.58,75932.7,75580.0,75581.33,536.09341
2026-04-21 03:00:00,75581.33,75721.12,75474.77,75710.3,256.2515
2026-04-21 04:00:00,75710.31,75823.49,75600.0,75813.81,259.64273
2026-04-21 05:00:00,75813.8,75981.1,75782.75,75802.0,321.53858
2026-04-21 06:00:00,75802.0,76129.95,75703.85,75974.11,408.87339
2026-04-21 07:00:00,75974.12,76300.0,75814.26,76084.34,1236.72448
2026-04-21 08:00:00,76084.34,76927.57,76063.98,76507.21,915.23783
2026-04-21 09:00:00,76507.21,76587.82,76155.0,76362.77,582.67237
2026-04-21 10:00:00,76362.78,76866.55,76349.59,76746.41,536.34243
2026-04-21 11:00:00,76746.41,76750.68,76342.0,76452.94,624.94284
2026-04-21 12:00:00,76452.94,76528.11,75709.03,76009.46,1039.78515
2026-04-21 13:00:00,76009.46,76179.75,75736.33,75899.98,686.08493
2026-04-21 14:00:00,75899.98,76595.3,75625.28,75675.05,949.21411
2026-04-21 15:00:00,75675.04,75979.78,75430.62,75834.65,923.86151
2026-04-21 16:00:00,75834.66,76190.72,75760.0,75781.18,496.33064
2026-04-21 17:00:00,75781.19,75912.98,75052.64,75545.62,995.0846
2026-04-21 18:00:00,75545.62,75668.24,75310.88,75610.21,456.47055
2026-04-21 19:00:00,75610.21,75919.5,74821.57,75023.43,954.2676
2026-04-21 20:00:00,75023.43,75859.56,74967.58,75698.51,797.25703
2026-04-21 21:00:00,75698.51,75777.38,75431.62,75549.99,249.37655
2026-04-21 22:00:00,75549.99,75650.04,75302.01,75650.04,389.29388
2026-04-21 23:00:00,75650.03,76425.37,75622.0,76336.15,477.13097
2026-04-22 00:00:00,76336.14,76500.0,76220.4,76370.45,496.92701
2026-04-22 01:00:00,76370.46,76416.24,76132.95,76297.99,351.48706
2026-04-22 02:00:00,76297.99,77645.35,76223.9,77604.71,1622.85639
2026-04-22 03:00:00,77604.7,77733.11,77397.88,77521.48,956.6528
2026-04-22 04:00:00,77521.47,77700.0,77364.25,77523.0,547.1578
2026-04-22 05:00:00,77523.01,78452.18,77450.0,77994.93,2386.48879
2026-04-22 06:00:00,77994.92,78042.84,77900.0,78010.72,576.88586
2026-04-22 07:00:00,78010.73,78111.0,77825.0,78012.79,880.5264
2026-04-22 08:00:00,78012.78,78219.41,77941.59,78010.92,987.44812
2026-04-22 09:00:00,78010.92,78184.7,77956.76,78001.95,415.39605
2026-04-22 10:00:00,78001.96,78180.0,77951.17,78157.41,352.72131
2026-04-22 11:00:00,78157.41,78399.0,78102.0,78300.0,560.88264
2026-04-22 12:00:00,78300.0,78508.18,78114.04,78236.05,952.94008
2026-04-22 13:00:00,78236.05,78850.0,78162.64,78840.94,1253.18724
2026-04-22 14:00:00,78840.94,79174.68,78577.86,79045.75,1847.69509
2026-04-22 15:00:00,79045.75,79400.0,78837.66,79272.9,1412.004
2026-04-22 16:00:00,79272.91,79472.82,78632.37,78743.59,1010.97362
2026-04-22 17:00:00,78743.6,79034.73,78705.71,78900.0,502.31388
